Cycle: 15  AE.A244  1.562_X	Cycle: 15  AE.A244  1.562_Y	Cycle: 16  AE.A244  3.125_X	Cycle: 16  AE.A244  3.125_Y	Cycle: 17  AE.A244  6.25 _X	Cycle: 17  AE.A244  6.25 _Y	Cycle: 18  AE.A244  12.5 _X	Cycle: 18  AE.A244  12.5 _Y	Cycle: 19  AE.A244  25 µg_X	Cycle: 19  AE.A244  25 µg_Y	Cycle: 20  AE.A244  50 µg_X	Cycle: 20  AE.A244  50 µg_Y	Cycle: 21  AE.A244  100 µ_X	Cycle: 21  AE.A244  100 µ_Y	Cycle: 22  AE.A244  200 µ_X	Cycle: 22  AE.A244  200 µ_Y
451.04	0.359344	451.14	1.91324	451.14	3.90442	451.14	7.19406	451.04	16.0587	451.04	32.2238	451.14	53.8659	451.14	86.5336
451.14	0.359344	451.24	1.91324	451.24	3.90442	451.24	7.18704	451.14	16.0685	451.14	32.2238	451.24	53.8659	451.24	86.5336
451.24	0.359344	451.34	1.923	451.34	3.91614	451.34	7.18704	451.24	16.0685	451.24	32.2238	451.34	53.8628	451.34	86.5238
451.34	0.359344	451.44	1.923	451.44	3.91614	451.44	7.19681	451.34	16.0587	451.34	32.2238	451.44	53.8581	451.44	86.5238
451.44	0.354643	451.54	1.91831	451.54	3.91144	451.54	7.19211	451.44	16.0587	451.44	32.2191	451.54	53.8534	451.54	86.516
451.54	0.342924	451.64	1.91129	451.64	3.90131	451.64	7.18509	451.54	16.054	451.54	32.2074	451.64	53.8366	451.64	86.5043
451.64	0.335907	451.74	1.91129	451.74	3.89972	451.74	7.18509	451.64	16.047	451.64	32.2004	451.74	53.8366	451.74	86.5043
451.74	0.335907	451.84	1.91129	451.84	3.90442	451.84	7.18509	451.74	16.047	451.74	32.1973	451.84	53.8319	451.84	86.5043
451.84	0.326141	451.94	1.90817	451.94	3.91107	451.94	7.19485	451.84	16.047	451.84	32.1926	451.94	53.8151	451.94	86.5043
451.94	0.326141	452.04	1.90659	452.04	3.90637	452.04	7.19174	451.94	16.0423	451.94	32.1926	452.04	53.8249	452.04	86.5043
452.04	0.335907	452.14	1.91129	452.14	3.90637	452.14	7.18704	452.04	16.0353	452.04	32.1926	452.14	53.8151	452.14	86.5043
452.14	0.335907	452.24	1.91129	452.24	3.90637	452.24	7.18234	452.14	16.0353	452.14	32.1879	452.24	53.8151	452.24	86.5043
452.24	0.335907	452.34	1.90152	452.34	3.90637	452.34	7.18979	452.24	16.0353	452.24	32.1906	452.34	53.8202	452.34	86.5043
452.34	0.335904	452.44	1.89176	452.44	3.89191	452.44	7.18234	452.34	16.0419	452.34	32.1808	452.44	53.8034	452.44	86.4898
452.44	0.316377	452.54	1.89645	452.54	3.88959	452.54	7.17026	452.44	16.0275	452.44	32.1808	452.54	53.8081	452.54	86.4844
452.54	0.321078	452.64	1.91324	452.64	3.8966	452.64	7.17728	452.54	16.0322	452.54	32.1855	452.64	53.8151	452.64	86.4867
452.64	0.324982	452.74	1.91324	452.74	3.89661	452.74	7.18704	452.64	16.0392	452.64	32.1895	452.74	53.8151	452.74	86.4867
452.74	0.308563	452.84	1.90347	452.84	3.89661	452.84	7.18704	452.74	16.0392	452.74	32.1848	452.84	53.8151	452.84	86.4867
452.84	0.308563	452.94	1.90347	452.94	3.89661	452.94	7.18234	452.84	16.049	452.84	32.1848	452.94	53.8151	452.94	86.4867
452.94	0.303864	453.04	1.90347	453.04	3.89661	453.04	7.17532	452.94	16.0443	452.94	32.1848	453.04	53.812	453.04	86.4867
453.04	0.308564	453.14	1.90659	453.14	3.90442	453.14	7.18314	453.04	16.0372	453.04	32.1801	453.14	53.8104	453.14	86.4898
453.14	0.311677	453.24	1.91128	453.24	3.91614	453.24	7.19015	453.14	16.045	453.14	32.1761	453.24	53.8151	453.24	86.4945
453.24	0.311675	453.34	1.91599	453.34	3.91614	453.34	7.19485	453.24	16.0568	453.24	32.1906	453.34	53.8151	453.34	86.4945
453.34	0.304654	453.44	1.90854	453.44	3.90637	453.44	7.17807	453.34	16.0568	453.34	32.1906	453.44	53.7956	453.44	86.475
453.44	0.294891	453.54	1.90152	453.54	3.90167	453.54	7.19211	453.44	16.0423	453.44	32.1777	453.54	53.7956	453.54	86.475
453.54	0.299591	453.64	1.90622	453.64	3.89465	453.64	7.18509	453.54	16.0353	453.54	32.1683	453.64	53.7956	453.64	86.475
453.64	0.316376	453.74	1.90347	453.74	3.89935	453.74	7.18509	453.64	16.0353	453.64	32.1613	453.74	53.7909	453.74	86.475
453.74	0.311676	453.84	1.88901	453.84	3.89661	453.84	7.17533	453.74	16.0353	453.74	32.1613	453.84	53.7671	453.84	86.4652
453.84	0.299592	453.94	1.88669	453.94	3.90131	453.94	7.18002	453.84	16.0255	453.84	32.1516	453.94	53.7788	453.94	86.4699
453.94	0.311311	454.04	1.89877	454.04	3.89697	454.04	7.18234	453.94	16.0302	453.94	32.1531	454.04	53.7811	454.04	86.4722
454.04	0.308929	454.14	1.89646	454.14	3.89935	454.14	7.18003	454.04	16.0325	454.04	32.1508	454.14	53.7788	454.14	86.4699
454.14	0.299593	454.24	1.89371	454.24	3.90637	454.24	7.18704	454.14	16.0302	454.14	32.1582	454.24	53.7858	454.24	86.48
454.24	0.306608	454.34	1.90036	454.34	3.91613	454.34	7.19681	454.24	16.0372	454.24	32.1652	454.34	53.7956	454.34	86.4914
454.34	0.326141	454.44	1.89566	454.44	3.91613	454.44	7.2015	454.34	16.047	454.34	32.1703	454.44	53.7909	454.44	86.4867
454.44	0.326138	454.54	1.88901	454.54	3.90637	454.54	7.19406	454.44	16.047	454.44	32.173	454.54	53.7741	454.54	86.4769
454.54	0.30661	454.64	1.89059	454.64	3.90637	454.64	7.18393	454.54	16.0372	454.54	32.1633	454.64	53.7827	454.64	86.4769
454.64	0.313263	454.74	1.88589	454.74	3.90637	454.74	7.17923	454.64	16.0372	454.64	32.1633	454.74	53.7663	454.74	86.4769
454.74	0.308563	454.84	1.88589	454.84	3.90637	454.84	7.18234	454.74	16.0372	454.74	32.1586	454.84	53.778	454.84	86.4769
454.84	0.308563	454.94	1.88589	454.94	3.90637	454.94	7.18704	454.84	16.047	454.84	32.1418	454.94	53.778	454.94	86.4672
454.94	0.30856	455.04	1.87613	455.04	3.90637	455.04	7.18393	454.94	16.047	454.94	32.1418	455.04	53.7683	455.04	86.4574
455.04	0.298799	455.14	1.87924	455.14	3.90948	455.14	7.18234	455.04	16.0244	455.04	32.1418	455.14	53.7596	455.14	86.4507
455.14	0.301912	455.24	1.89371	455.24	3.91418	455.24	7.17728	455.14	16.0356	455.14	32.1418	455.24	53.7675	455.24	86.4554
455.24	0.301909	455.34	1.88901	455.34	3.91418	455.34	7.17728	455.24	16.045	455.24	32.1418	455.34	53.7722	455.34	86.4507
455.34	0.294888	455.44	1.87223	455.44	3.90442	455.44	7.16751	455.34	16.0353	455.34	32.1515	455.44	53.7593	455.44	86.434
455.44	0.285129	455.54	1.88199	455.54	3.91418	455.54	7.18039	455.44	16.0353	455.44	32.1371	455.54	53.7675	455.54	86.4437
455.54	0.282013	455.64	1.88199	455.64	3.91418	455.64	7.18509	455.54	16.045	455.54	32.1398	455.64	53.7722	455.64	86.4437
455.64	0.287079	455.74	1.87888	455.74	3.90442	455.74	7.18509	455.64	16.045	455.64	32.1398	455.74	53.769	455.74	86.4484
455.74	0.287079	455.84	1.87418	455.84	3.90131	455.84	7.18509	455.74	16.045	455.74	32.1398	455.84	53.7643	455.84	86.4554
455.84	0.287079	455.94	1.87418	455.94	3.90637	455.94	7.18509	455.84	16.045	455.84	32.127	455.94	53.7643	455.94	86.4437
455.94	0.28708	456.04	1.87887	456.04	3.91107	456.04	7.18979	455.94	16.045	455.94	32.1223	456.04	53.769	456.04	86.4484
456.04	0.301543	456.14	1.86636	456.14	3.90833	456.14	7.18704	456.04	16.0497	456.04	32.127	456.14	53.7565	456.14	86.4457
456.14	0.298798	456.24	1.87613	456.24	3.90833	456.24	7.18393	456.14	16.0568	456.14	32.1242	456.24	53.7565	456.24	86.4457
456.24	0.298798	456.34	1.87613	456.34	3.90833	456.34	7.189	456.24	16.0568	456.24	32.1242	456.34	53.7565	456.34	86.4457
456.34	0.298798	456.44	1.87613	456.44	3.91144	456.44	7.19211	456.34	16.0568	456.34	32.1242	456.44	53.7565	456.44	86.441
456.44	0.298798	456.54	1.87613	456.54	3.91614	456.54	7.20657	456.44	16.0568	456.44	32.1242	456.54	53.7565	456.54	86.4457
456.54	0.298798	456.64	1.87143	456.64	3.91614	456.64	7.20346	456.54	16.0568	456.54	32.1242	456.64	53.7565	456.64	86.434
456.64	0.298798	456.74	1.86441	456.74	3.91614	456.74	7.19876	456.64	16.0568	456.64	32.1242	456.74	53.7565	456.74	86.4457
456.74	0.298798	456.84	1.86441	456.84	3.92279	456.84	7.19876	456.74	16.0568	456.74	32.134	456.84	53.7663	456.84	86.4457
456.84	0.298798	456.94	1.87418	456.94	3.91809	456.94	7.19876	456.84	16.0568	456.84	32.1242	456.94	53.7663	456.94	86.434
456.94	0.298799	457.04	1.87418	457.04	3.9212	457.04	7.20187	456.94	16.0568	456.94	32.1293	457.04	53.7694	457.04	86.4371
457.04	0.301912	457.14	1.87417	457.14	3.9259	457.14	7.20657	457.04	16.0599	457.04	32.1254	457.14	53.7741	457.14	86.4418
457.14	0.306607	457.24	1.86246	457.24	3.92395	457.24	7.19486	457.14	16.0646	457.14	32.1301	457.24	53.7624	457.24	86.4269
457.24	0.294895	457.34	1.87417	457.34	3.93567	457.34	7.20657	457.24	16.0529	457.24	32.1184	457.34	53.7741	457.34	86.434
457.34	0.306607	457.44	1.86246	457.44	3.92395	457.44	7.20462	457.34	16.0646	457.34	32.1301	457.44	53.7624	457.44	86.4222
457.44	0.294891	457.54	1.86246	457.54	3.92706	457.54	7.20462	457.44	16.0529	457.44	32.1183	457.54	53.7624	457.54	86.4222
457.54	0.294891	457.64	1.87222	457.64	3.93176	457.64	7.20462	457.54	16.0529	457.54	32.1183	457.64	53.7624	457.64	86.4222
457.64	0.294893	457.74	1.86716	457.74	3.93646	457.74	7.21438	457.64	16.0646	457.64	32.1183	457.74	53.7624	457.74	86.4222
457.74	0.309355	457.84	1.86947	457.84	3.94348	457.84	7.21438	457.74	16.0693	457.74	32.123	457.84	53.7624	457.84	86.4222
457.84	0.311676	457.94	1.87222	457.94	3.94348	457.94	7.21439	457.84	16.0763	457.84	32.1367	457.94	53.7671	457.94	86.4222
457.94	0.304657	458.04	1.86246	458.04	3.94037	458.04	7.21127	457.94	16.0732	457.94	32.132	458.04	53.7741	458.04	86.4222
458.04	0.304657	458.14	1.87222	458.14	3.93567	458.14	7.20657	458.04	16.0685	458.04	32.132	458.14	53.7741	458.14	86.4222
458.14	0.314423	458.24	1.87222	458.24	3.93567	458.24	7.21634	458.14	16.0716	458.14	32.132	458.24	53.7741	458.24	86.434
458.24	0.314423	458.34	1.87381	458.34	3.94037	458.34	7.22104	458.24	16.0763	458.24	32.132	458.34	53.7788	458.34	86.4387
458.34	0.319124	458.44	1.87613	458.44	3.95715	458.44	7.22806	458.34	16.081	458.34	32.1367	458.44	53.7858	458.44	86.4457
458.44	0.32614	458.54	1.8812	458.54	3.95246	458.54	7.23313	458.44	16.0849	458.44	32.1437	458.54	53.7811	458.54	86.4379
458.54	0.318327	458.64	1.86948	458.64	3.94544	458.64	7.2261	458.54	16.0786	458.54	32.139	458.64	53.7741	458.64	86.4261
458.64	0.309723	458.74	1.86246	458.74	3.9505	458.74	7.2261	458.64	16.0763	458.64	32.1223	458.74	53.7741	458.74	86.4261
458.74	0.31131	458.84	1.86716	458.84	3.95288	458.84	7.2261	458.74	16.0861	458.74	32.132	458.84	53.7788	458.84	86.4308
458.84	0.311312	458.94	1.87418	458.94	3.96222	458.94	7.23587	458.84	16.0908	458.84	32.1367	458.94	53.7858	458.94	86.4476
458.94	0.321442	459.04	1.88394	459.04	3.9552	459.04	7.23587	458.94	16.0978	458.94	32.1437	459.04	53.7811	459.04	86.4476
459.04	0.316376	459.14	1.88394	459.14	3.9552	459.14	7.2261	459.04	16.0978	459.04	32.134	459.14	53.7858	459.14	86.4476
459.14	0.316376	459.24	1.87924	459.24	3.96497	459.24	7.23276	459.14	16.0947	459.14	32.134	459.24	53.7858	459.24	86.4476
459.24	0.316376	459.34	1.86246	459.34	3.9552	459.34	7.2183	459.24	16.09	459.24	32.134	459.34	53.7761	459.34	86.4429
459.34	0.30661	459.44	1.87106	459.44	3.9552	459.44	7.22336	459.34	16.09	459.34	32.1242	459.44	53.7761	459.44	86.4359
459.44	0.30661	459.54	1.86636	459.54	3.9552	459.54	7.21634	459.44	16.09	459.44	32.1242	459.54	53.7729	459.54	86.4359
459.54	0.30661	459.64	1.86636	459.64	3.96497	459.64	7.21634	459.54	16.09	459.54	32.1242	459.64	53.7682	459.64	86.4359
459.64	0.30661	459.74	1.87613	459.74	3.96497	459.74	7.21634	459.64	16.09	459.64	32.1242	459.74	53.7714	459.74	86.4359
459.74	0.296844	459.84	1.88119	459.84	3.97003	459.84	7.2261	459.74	16.09	459.74	32.1242	459.84	53.7827	459.84	86.4554
459.84	0.30661	459.94	1.87418	459.94	3.9599	459.94	7.22299	459.84	16.095	459.84	32.1242	459.94	53.778	459.94	86.4554
459.94	0.30661	460.04	1.87418	460.04	3.96497	460.04	7.23001	459.94	16.0978	459.94	32.1273	460.04	53.778	460.04	86.4507
460.04	0.30661	460.14	1.87418	460.14	3.96497	460.14	7.23001	460.04	16.0978	460.04	32.132	460.14	53.778	460.14	86.4484
460.14	0.306611	460.24	1.88394	460.24	3.9798	460.24	7.23312	460.14	16.0978	460.14	32.132	460.24	53.7811	460.24	86.4539
460.24	0.319488	460.34	1.87729	460.34	3.97473	460.34	7.22336	460.24	16.0978	460.24	32.132	460.34	53.7761	460.34	86.4418
460.34	0.314423	460.44	1.87887	460.44	3.97473	460.44	7.21634	460.34	16.088	460.34	32.1125	460.44	53.7761	460.44	86.4418
460.44	0.31442	460.54	1.86441	460.54	3.97473	460.54	7.20658	460.44	16.088	460.44	32.1222	460.54	53.7663	460.54	86.432
460.54	0.30466	460.64	1.87418	460.64	3.97473	460.64	7.22104	460.54	16.088	460.54	32.1156	460.64	53.7858	460.64	86.4515
460.64	0.314423	460.74	1.88394	460.74	3.9845	460.74	7.22336	460.64	16.0978	460.64	32.1301	460.74	53.7811	460.74	86.4515
460.74	0.314423	460.84	1.88864	460.84	3.9892	460.84	7.2308	460.74	16.1075	460.74	32.1301	460.84	53.7788	460.84	86.4562
460.84	0.319124	460.94	1.89566	460.94	3.99622	460.94	7.23782	460.84	16.1075	460.84	32.1348	460.94	53.7827	460.94	86.473
460.94	0.326141	461.04	1.89096	461.04	3.99622	461.04	7.23782	460.94	16.1075	460.94	32.132	461.04	53.778	461.04	86.473
461.04	0.326141	461.14	1.88394	461.14	3.99622	461.14	7.23782	461.04	16.1075	461.04	32.132	461.14	53.7878	461.14	86.4699
461.14	0.326138	461.24	1.87418	461.24	3.98645	461.24	7.23783	461.14	16.1075	461.14	32.132	461.24	53.778	461.24	86.4652
461.24	0.316379	461.34	1.88394	461.34	4.00598	461.34	7.24289	461.24	16.0931	461.24	32.1223	461.34	53.7831	461.34	86.475
461.34	0.316376	461.44	1.88394	461.44	4.00598	461.44	7.23587	461.34	16.0958	461.34	32.132	461.44	53.7761	461.44	86.4703
461.44	0.316376	461.54	1.88394	461.54	4.00598	461.54	7.24252	461.44	16.0958	461.44	32.132	461.54	53.7761	461.54	86.4633
461.54	0.316377	461.64	1.88706	461.64	4.00909	461.64	7.24094	461.54	16.0958	461.54	32.132	461.64	53.7792	461.64	86.4633
461.64	0.31949	461.74	1.89175	461.74	4.01886	461.74	7.24563	461.64	16.0958	461.64	32.1254	461.74	53.7889	461.74	86.473
461.74	0.324187	461.84	1.88864	461.84	4.01184	461.84	7.24564	461.74	16.0958	461.74	32.1398	461.84	53.7819	461.84	86.473
461.84	0.324188	461.94	1.88901	461.94	4.02161	461.94	7.24564	461.84	16.0958	461.84	32.1301	461.94	53.7819	461.94	86.4633
461.94	0.324188	462.04	1.88199	462.04	4.02161	462.04	7.2554	461.94	16.0958	461.94	32.1398	462.04	53.7886	462.04	86.4633
462.04	0.32419	462.14	1.88669	462.14	4.0263	462.14	7.2554	462.04	16.0911	462.04	32.1398	462.14	53.7917	462.14	86.468
462.14	0.328886	462.24	1.87924	462.24	4.01886	462.24	7.24094	462.14	16.0955	462.14	32.1445	462.24	53.7889	462.24	86.4605
462.24	0.321444	462.34	1.88669	462.34	4.0263	462.34	7.24838	462.24	16.0864	462.24	32.1371	462.34	53.7933	462.34	86.4633
462.34	0.328889	462.44	1.88901	462.44	4.02862	462.44	7.2507	462.34	16.0986	462.34	32.1445	462.44	53.7909	462.44	86.4586
462.44	0.331205	462.54	1.87888	462.54	4.03137	462.54	7.24057	462.44	16.1107	462.44	32.1468	462.54	53.7936	462.54	86.4515
462.54	0.324187	462.64	1.86911	462.64	4.02631	462.64	7.23081	462.54	16.1005	462.54	32.1398	462.64	53.7886	462.64	86.4465
462.64	0.319124	462.74	1.87613	462.74	4.03332	462.74	7.23782	462.64	16.0939	462.64	32.125	462.74	53.7909	462.74	86.4535
462.74	0.326139	462.84	1.87613	462.84	4.04309	462.84	7.23782	462.74	16.1025	462.74	32.132	462.84	53.7839	462.84	86.4437
462.84	0.326141	462.94	1.87924	462.94	4.03332	462.94	7.23782	462.84	16.1095	462.84	32.132	462.94	53.7839	462.94	86.4535
462.94	0.326138	463.04	1.87107	463.04	4.02356	463.04	7.22806	462.94	16.1095	462.94	32.132	463.04	53.771	463.04	86.4437
463.04	0.316376	463.14	1.86636	463.14	4.02356	463.14	7.23782	463.04	16.0997	463.04	32.1223	463.14	53.7663	463.14	86.4437
463.14	0.316376	463.24	1.86636	463.24	4.02356	463.24	7.23312	463.14	16.0997	463.14	32.1223	463.24	53.7616	463.24	86.4504
463.24	0.316376	463.34	1.86948	463.34	4.02667	463.34	7.23898	463.24	16.0997	463.24	32.127	463.34	53.7577	463.34	86.4488
463.34	0.31949	463.44	1.87418	463.44	4.03137	463.44	7.24368	463.34	16.1028	463.34	32.1371	463.44	53.7671	463.44	86.4535
463.44	0.324188	463.54	1.87418	463.54	4.03137	463.54	7.24368	463.44	16.1075	463.44	32.1418	463.54	53.7694	463.54	86.4535
463.54	0.324187	463.64	1.86441	463.64	4.02631	463.64	7.23862	463.54	16.1126	463.54	32.1418	463.64	53.7573	463.64	86.4484
463.64	0.309359	463.74	1.86441	463.74	4.04309	463.74	7.24563	463.64	16.1005	463.64	32.1465	463.74	53.7643	463.74	86.4507
463.74	0.326139	463.84	1.86441	463.84	4.04309	463.84	7.24564	463.74	16.1075	463.74	32.1437	463.84	53.7643	463.84	86.4437
463.84	0.326141	463.94	1.86441	463.94	4.04309	463.94	7.24564	463.84	16.1075	463.84	32.1437	463.94	53.7643	463.94	86.4437
463.94	0.326141	464.04	1.86441	464.04	4.04309	464.04	7.24564	463.94	16.1142	463.94	32.1437	464.04	53.7643	464.04	86.4437
464.04	0.326141	464.14	1.86441	464.14	4.04309	464.14	7.24564	464.04	16.1095	464.04	32.1437	464.14	53.7741	464.14	86.4437
464.14	0.32303	464.24	1.86752	464.24	4.05286	464.24	7.24875	464.14	16.1193	464.14	32.139	464.24	53.7741	464.24	86.4418
464.24	0.314788	464.34	1.87887	464.34	4.05951	464.34	7.2601	464.24	16.1177	464.24	32.1351	464.34	53.7808	464.34	86.4601
464.34	0.330837	464.44	1.86441	464.44	4.04504	464.44	7.24564	464.34	16.122	464.34	32.1465	464.44	53.7663	464.44	86.4359
464.44	0.316377	464.54	1.86282	464.54	4.04816	464.54	7.24875	464.44	16.1173	464.44	32.132	464.54	53.7647	464.54	86.4421
464.54	0.319487	464.64	1.85074	464.64	4.04309	464.64	7.25345	464.54	16.1204	464.54	32.1351	464.64	53.7526	464.64	86.4387
464.64	0.314424	464.74	1.85544	464.74	4.04779	464.74	7.25815	464.64	16.1251	464.64	32.1301	464.74	53.7573	464.74	86.4289
464.74	0.328887	464.84	1.87222	464.84	4.05011	464.84	7.26205	464.74	16.1251	464.74	32.1348	464.84	53.7643	464.84	86.4359
464.84	0.335907	464.94	1.86911	464.94	4.04779	464.94	7.25266	464.84	16.1251	464.84	32.1516	464.94	53.7596	464.94	86.4359
464.94	0.335907	465.04	1.86441	465.04	4.05011	465.04	7.25034	464.94	16.1349	464.94	32.1516	465.04	53.7429	465.04	86.4359
465.04	0.335904	465.14	1.85464	465.14	4.03803	465.14	7.25461	465.04	16.1349	465.04	32.1516	465.14	53.7331	465.14	86.4261
465.14	0.335907	465.24	1.85464	465.24	4.04504	465.24	7.24759	465.14	16.1251	465.14	32.1418	465.24	53.7331	465.24	86.4261
465.24	0.335907	465.34	1.85934	465.34	4.04504	465.34	7.25229	465.24	16.1251	465.24	32.1418	465.34	53.7378	465.34	86.4308
465.34	0.337496	465.44	1.86636	465.44	4.04504	465.44	7.25931	465.34	16.1267	465.34	32.1434	465.44	53.7448	465.44	86.4332
465.44	0.339814	465.54	1.86948	465.54	4.04816	465.54	7.26242	465.44	16.129	465.44	32.1555	465.54	53.7577	465.54	86.4293
465.54	0.352693	465.64	1.87417	465.64	4.05286	465.64	7.27218	465.54	16.1321	465.54	32.1586	465.64	53.7624	465.64	86.4242
465.64	0.357388	465.74	1.85465	465.74	4.04309	465.74	7.24564	465.64	16.1368	465.64	32.1586	465.74	53.7495	465.74	86.4144
465.74	0.347629	465.84	1.84995	465.84	4.04309	465.84	7.2554	465.74	16.1271	465.74	32.1418	465.84	53.7448	465.84	86.4144
465.84	0.347627	465.94	1.85233	465.94	4.05951	465.94	7.25699	465.84	16.1271	465.84	32.1418	465.94	53.7495	465.94	86.4191
465.94	0.352328	466.04	1.86166	466.04	4.06653	466.04	7.25931	465.94	16.1318	465.94	32.1563	466.04	53.7565	466.04	86.4261
466.04	0.359344	466.14	1.86441	466.14	4.06653	466.14	7.26907	466.04	16.1419	466.04	32.1504	466.14	53.7565	466.14	86.4261
466.14	0.354645	466.24	1.86441	466.24	4.06653	466.24	7.26907	466.14	16.1466	466.14	32.1457	466.24	53.7565	466.24	86.4261
466.24	0.347626	466.34	1.86752	466.34	4.06653	466.34	7.27219	466.24	16.1564	466.24	32.1457	466.34	53.7694	466.34	86.4293
466.34	0.35074	466.44	1.87222	466.44	4.06183	466.44	7.27219	466.34	16.1497	466.34	32.1441	466.44	53.7694	466.44	86.434
466.44	0.355438	466.54	1.88199	466.54	4.05481	466.54	7.26517	466.44	16.1544	466.44	32.1418	466.54	53.7624	466.54	86.4242
466.54	0.355438	466.64	1.87222	466.64	4.06458	466.64	7.26516	466.54	16.1513	466.54	32.1516	466.64	53.7624	466.64	86.4242
466.64	0.355435	466.74	1.87027	466.74	4.05286	466.74	7.25034	466.64	16.1466	466.64	32.1515	466.74	53.7554	466.74	86.4125
466.74	0.343723	466.84	1.87497	466.84	4.05755	466.84	7.2601	466.74	16.1447	466.74	32.1398	466.84	53.7624	466.84	86.4172
466.84	0.348421	466.94	1.88199	466.94	4.06458	466.94	7.26712	466.84	16.1494	466.84	32.1398	466.94	53.7624	466.94	86.4242
466.94	0.365204	467.04	1.88199	467.04	4.06458	467.04	7.26712	466.94	16.1564	466.94	32.1398	467.04	53.7624	467.04	86.4242
467.04	0.365204	467.14	1.87888	467.14	4.06458	467.14	7.26712	467.04	16.1712	467.04	32.1398	467.14	53.7624	467.14	86.4242
467.14	0.365205	467.24	1.87729	467.24	4.07275	467.24	7.26553	467.14	16.1759	467.14	32.1398	467.24	53.7655	467.24	86.4273
467.24	0.368316	467.34	1.89175	467.34	4.07043	467.34	7.26321	467.24	16.179	467.24	32.1398	467.34	53.7702	467.34	86.4367
467.34	0.373016	467.44	1.89175	467.44	4.07043	467.44	7.27298	467.34	16.1904	467.34	32.1496	467.44	53.7702	467.44	86.4437
467.44	0.373016	467.54	1.89175	467.54	4.07043	467.54	7.27298	467.44	16.1857	467.44	32.1496	467.54	53.7702	467.54	86.434
467.54	0.373016	467.64	1.89175	467.64	4.07043	467.64	7.27963	467.54	16.1857	467.54	32.1496	467.64	53.7702	467.64	86.4437
467.64	0.373016	467.74	1.88705	467.74	4.06732	467.74	7.27493	467.64	16.1857	467.64	32.1496	467.74	53.7604	467.74	86.4468
467.74	0.373016	467.84	1.87027	467.84	4.05286	467.84	7.26517	467.74	16.1857	467.74	32.1449	467.84	53.7507	467.84	86.4387
467.84	0.363252	467.94	1.87967	467.94	4.05756	467.94	7.26987	467.84	16.1759	467.84	32.1426	467.94	53.7523	467.94	86.4418
467.94	0.367953	468.04	1.89371	468.04	4.06457	468.04	7.28665	467.94	16.1806	467.94	32.1445	468.04	53.7546	468.04	86.4535
468.04	0.374969	468.14	1.89371	468.14	4.07434	468.14	7.28195	468.04	16.1876	468.04	32.1515	468.14	53.7546	468.14	86.4437
468.14	0.374969	468.24	1.88901	468.24	4.07434	468.24	7.27493	468.14	16.1876	468.14	32.1613	468.24	53.7546	468.24	86.4437
468.24	0.374969	468.34	1.90152	468.34	4.0841	468.34	7.2847	468.24	16.1876	468.24	32.1613	468.34	53.7643	468.34	86.4633
468.34	0.394499	468.44	1.89487	468.44	4.07276	468.44	7.27805	468.34	16.1876	468.34	32.1664	468.44	53.7577	468.44	86.4515
468.44	0.387849	468.54	1.89957	468.54	4.07043	468.54	7.2894	468.44	16.181	468.44	32.1527	468.54	53.7624	468.54	86.4633
468.54	0.392548	468.64	1.89957	468.64	4.07043	468.64	7.2847	468.54	16.181	468.54	32.1574	468.64	53.7624	468.64	86.4586
468.64	0.382782	468.74	1.89957	468.74	4.06732	468.74	7.29172	468.64	16.1786	468.64	32.1574	468.74	53.7722	468.74	86.4515
468.74	0.392548	468.84	1.90115	468.84	4.05755	468.84	7.2894	468.74	16.1693	468.74	32.1574	468.84	53.7769	468.84	86.466
468.84	0.397248	468.94	1.89877	468.94	4.05987	468.94	7.28702	468.84	16.1669	468.84	32.1621	468.94	53.7792	468.94	86.4683
468.94	0.399566	469.04	1.89645	469.04	4.05756	469.04	7.27768	468.94	16.174	468.94	32.1761	469.04	53.7769	469.04	86.466
469.04	0.397249	469.14	1.90347	469.14	4.06457	469.14	7.2847	469.04	16.1786	469.04	32.1738	469.14	53.7839	469.14	86.4633
469.14	0.415982	469.24	1.89371	469.24	4.05481	469.24	7.27182	469.14	16.1974	469.14	32.1777	469.24	53.7694	469.24	86.4633
469.24	0.40311	469.34	1.88901	469.34	4.05481	469.34	7.27689	469.24	16.1759	469.24	32.1633	469.34	53.7741	469.34	86.4633
469.34	0.398407	469.44	1.88199	469.44	4.05011	469.44	7.27689	469.34	16.1759	469.34	32.1633	469.44	53.7741	469.44	86.4535
469.44	0.393707	469.54	1.88199	469.54	4.04309	469.54	7.28195	469.44	16.1661	469.44	32.1633	469.54	53.7741	469.54	86.4535
469.54	0.386688	469.64	1.8937	469.64	4.04309	469.64	7.27493	469.54	16.1661	469.54	32.1633	469.64	53.7741	469.64	86.4535
469.64	0.386685	469.74	1.87924	469.74	4.03333	469.74	7.26517	469.64	16.1661	469.64	32.173	469.74	53.771	469.74	86.4437
469.74	0.376926	469.84	1.88669	469.84	4.04309	469.84	7.28158	469.74	16.1564	469.74	32.1535	469.84	53.7761	469.84	86.4535
469.84	0.381986	469.94	1.88901	469.94	4.03333	469.94	7.26712	469.84	16.1595	469.84	32.1586	469.94	53.7663	469.94	86.4437
469.94	0.365204	470.04	1.87888	470.04	4.03333	470.04	7.27219	469.94	16.1544	469.94	32.1418	470.04	53.7663	470.04	86.4437
470.04	0.369905	470.14	1.87887	470.14	4.03802	470.14	7.26987	470.04	16.1544	470.04	32.1418	470.14	53.771	470.14	86.4484
