Cycle: 15  AE.A244  1.562_X	Cycle: 15  AE.A244  1.562_Y	Cycle: 16  AE.A244  3.125_X	Cycle: 16  AE.A244  3.125_Y	Cycle: 17  AE.A244  6.25 _X	Cycle: 17  AE.A244  6.25 _Y	Cycle: 18  AE.A244  12.5 _X	Cycle: 18  AE.A244  12.5 _Y	Cycle: 19  AE.A244  25 µg_X	Cycle: 19  AE.A244  25 µg_Y	Cycle: 20  AE.A244  50 µg_X	Cycle: 20  AE.A244  50 µg_Y	Cycle: 21  AE.A244  100 µ_X	Cycle: 21  AE.A244  100 µ_Y	Cycle: 22  AE.A244  200 µ_X	Cycle: 22  AE.A244  200 µ_Y
10.04	-0.0281677	10.14	0.0370767	10.14	0.0938721	10.14	0.0417153	10.04	0.978638	10.04	2.22223	10.14	3.82489	10.14	7.55194
10.14	-0.0137024	10.24	0.0440979	10.24	0.0841064	10.24	0.0464172	10.14	1.00323	10.14	2.25781	10.24	3.84637	10.24	7.64215
10.24	-0.0184021	10.34	0.0440979	10.34	0.0841064	10.34	0.0397644	10.24	1.00287	10.24	2.27771	10.34	3.88544	10.34	7.73865
10.34	-0.0254211	10.44	0.0487969	10.44	0.0888054	10.44	0.0460503	10.34	1.00793	10.34	2.30975	10.44	3.93115	10.44	7.8121
10.44	-0.0207214	10.54	0.0558167	10.54	0.0958252	10.54	0.0698547	10.44	1.03217	10.44	2.34259	10.54	3.96277	10.54	7.90857
10.54	-0.0168152	10.64	0.0558167	10.64	0.0958252	10.64	0.0632019	10.54	1.04425	10.54	2.36951	10.64	4.00653	10.64	7.98865
10.64	-0.0215149	10.74	0.0558167	10.74	0.0958252	10.74	0.0679016	10.64	1.04895	10.64	2.4035	10.74	4.05731	10.74	8.06403
10.74	-0.0215159	10.84	0.0491638	10.84	0.0891724	10.84	0.0514832	10.74	1.05402	10.74	2.4328	10.84	4.08191	10.84	8.14685
10.84	-0.0281677	10.94	0.0538628	10.94	0.0938714	10.94	0.0659478	10.84	1.05011	10.84	2.4621	10.94	4.12567	10.94	8.25543
10.94	-0.023468	11.04	0.0538635	11.04	0.103638	11.04	0.0776672	10.94	1.07434	10.94	2.49335	11.04	4.1698	11.04	8.34137
11.04	-0.0137024	11.14	0.0538635	11.14	0.103638	11.14	0.0710144	11.04	1.09076	11.04	2.53748	11.14	4.22021	11.14	8.4574
11.14	-0.0137024	11.24	0.0585632	11.24	0.108337	11.24	0.0753479	11.14	1.09583	11.14	2.56171	11.24	4.2663	11.24	8.55194
11.24	7.64012e-4	11.34	0.0655823	11.34	0.110657	11.34	0.0924988	11.24	1.11731	11.24	2.60077	11.34	4.31708	11.34	8.66364
11.34	7.78198e-3	11.44	0.0558181	11.44	0.0938736	11.44	0.0823684	11.34	1.12396	11.34	2.63867	11.44	4.36121	11.44	8.72888
11.44	-1.98364e-3	11.54	0.0558167	11.54	0.0938721	11.54	0.0846863	11.44	1.11926	11.44	2.64374	11.54	4.40692	11.54	8.85309
11.54	-1.98364e-3	11.64	0.058929	11.64	0.0938721	11.64	0.0827327	11.54	1.13409	11.54	2.6828	11.64	4.45575	11.64	8.95581
11.64	-3.57056e-3	11.74	0.0636292	11.74	0.0938721	11.74	0.08078	11.64	1.13684	11.64	2.7027	11.74	4.50497	11.74	9.03552
11.74	-5.88989e-3	11.84	0.0636292	11.84	0.0938721	11.84	0.0804138	11.74	1.15637	11.74	2.7168	11.84	4.53857	11.84	9.10779
11.84	-5.88989e-3	11.94	0.0780938	11.94	0.108337	11.94	0.0921319	11.84	1.16144	11.84	2.74646	11.94	4.58154	11.94	9.17303
11.94	5.46265e-3	12.04	0.0851135	12.04	0.115356	12.04	0.102264	11.94	1.17084	11.94	2.77228	12.04	4.63739	12.04	9.25543
12.04	7.78198e-3	12.14	0.0898125	12.14	0.120056	12.14	0.101897	12.04	1.19739	12.04	2.79413	12.14	4.67334	12.14	9.33826
12.14	0.0124817	12.24	0.0901794	12.24	0.139954	12.24	0.121796	12.14	1.20715	12.14	2.82343	12.24	4.71783	12.24	9.40387
12.24	0.0226142	12.34	0.0948792	12.34	0.144653	12.34	0.128448	12.24	1.21692	12.24	2.83826	12.34	4.75653	12.34	9.47693
12.34	0.0273132	12.44	0.0948792	12.44	0.144653	12.44	0.121796	12.34	1.23645	12.34	2.85779	12.44	4.79755	12.44	9.54449
12.44	0.0226135	12.54	0.0948792	12.54	0.144653	12.54	0.126495	12.44	1.25793	12.44	2.86719	12.54	4.82996	12.54	9.6109
12.54	0.0155945	12.64	0.0948792	12.64	0.144653	12.64	0.131195	12.54	1.263	12.54	2.89178	12.64	4.87567	12.64	9.65662
12.64	0.0155945	12.74	0.0995789	12.74	0.149353	12.74	0.138214	12.64	1.25598	12.64	2.90857	12.74	4.91473	12.74	9.72382
12.74	0.0202938	12.84	0.0968323	12.84	0.146606	12.84	0.140167	12.74	1.28021	12.74	2.93243	12.84	4.9624	12.84	9.81403
12.84	0.0144348	12.94	0.10971	12.94	0.162597	12.94	0.136627	12.84	1.27435	12.84	2.93982	12.94	5.03113	12.94	9.90698
12.94	0.0128479	13.04	0.104645	13.04	0.171997	13.04	0.140961	12.94	1.28253	12.94	2.96405	13.04	5.09949	13.04	10.0207
13.04	0.0273132	13.14	0.109344	13.14	0.176697	13.14	0.152679	13.04	1.2923	13.04	2.99841	13.14	5.1499	13.14	10.1031
13.14	0.0320129	13.24	0.116364	13.24	0.183716	13.24	0.153046	13.14	1.30951	13.14	3.02539	13.24	5.2124	13.24	10.1926
13.24	0.039032	13.34	0.119476	13.34	0.183716	13.34	0.149933	13.24	1.32825	13.24	3.05896	13.34	5.24911	13.34	10.309
13.34	0.0343323	13.44	0.133942	13.44	0.193481	13.44	0.144867	13.34	1.34778	13.34	3.06836	13.44	5.29248	13.44	10.409
13.44	0.0273132	13.54	0.137054	13.54	0.201294	13.54	0.153442	13.44	1.35754	13.44	3.09998	13.54	5.34479	13.54	10.4965
13.54	0.030426	13.64	0.146452	13.64	0.217712	13.64	0.16519	13.54	1.36731	13.54	3.13513	13.64	5.39014	13.64	10.6058
13.64	0.0367126	13.74	0.153473	13.74	0.224731	13.74	0.172577	13.64	1.38177	13.64	3.17072	13.74	5.4577	13.74	10.6996
13.74	0.039032	13.84	0.153473	13.84	0.224731	13.84	0.172211	13.74	1.40833	13.74	3.18982	13.84	5.5116	13.84	10.7925
13.84	0.039032	13.94	0.153473	13.94	0.234497	13.94	0.172577	13.84	1.41339	13.84	3.2121	13.94	5.54559	13.94	10.8695
13.94	0.0343323	14.04	0.167938	14.04	0.239197	14.04	0.188629	13.94	1.41498	13.94	3.24335	14.04	5.59131	14.04	10.9476
14.04	0.0320129	14.14	0.174956	14.14	0.246216	14.14	0.20111	14.04	1.42474	14.04	3.26758	14.14	5.63934	14.14	11.0441
14.14	0.039032	14.24	0.17807	14.24	0.249329	14.24	0.196808	14.14	1.44659	14.14	3.31055	14.24	5.68463	14.24	11.1199
14.24	0.0421455	14.34	0.18277	14.34	0.265747	14.34	0.198761	14.24	1.45245	14.24	3.34021	14.34	5.73193	14.34	11.2027
14.34	0.0468445	14.44	0.197234	14.44	0.270446	14.44	0.206573	14.34	1.46222	14.34	3.37927	14.44	5.78271	14.44	11.2676
14.44	0.0468445	14.54	0.204254	14.54	0.280579	14.54	0.228058	14.44	1.47943	14.44	3.40625	14.54	5.82721	14.54	11.3484
14.54	0.0499573	14.64	0.204253	14.64	0.285278	14.64	0.23001	14.54	1.49817	14.54	3.4574	14.64	5.88544	14.64	11.4332
14.64	0.0515442	14.74	0.194489	14.74	0.275513	14.74	0.223358	14.64	1.50793	14.64	3.48669	14.74	5.89716	14.74	11.5015
14.74	0.0370789	14.84	0.199554	14.84	0.285278	14.84	0.218292	14.74	1.5177	14.74	3.48828	14.84	5.95105	14.84	11.5746
14.84	0.0323792	14.94	0.197234	14.94	0.289977	14.94	0.226104	14.84	1.52277	14.84	3.52264	14.94	6.01123	14.94	11.666
14.94	0.0398254	15.04	0.204254	15.04	0.296997	15.04	0.234711	14.94	1.53998	14.94	3.56366	15.04	6.05731	15.04	11.7339
15.04	0.0468445	15.14	0.201141	15.14	0.296997	15.14	0.24173	15.04	1.56537	15.04	3.58984	15.14	6.08856	15.14	11.8207
15.14	0.0468445	15.24	0.206207	15.24	0.296997	15.24	0.244843	15.14	1.56067	15.14	3.62421	15.24	6.12292	15.24	11.9039
15.24	0.0437299	15.34	0.204254	15.34	0.285278	15.34	0.228058	15.24	1.5802	15.24	3.64099	15.34	6.15497	15.34	12.0015
15.34	0.0273132	15.44	0.207366	15.44	0.298156	15.44	0.23117	15.34	1.57355	15.34	3.66132	15.44	6.17956	15.44	12.1058
15.44	0.0354919	15.54	0.216766	15.54	0.302856	15.54	0.23587	15.44	1.58917	15.44	3.69061	15.54	6.22296	15.54	12.1957
15.54	0.0281067	15.64	0.21402	15.64	0.293091	15.64	0.232758	15.54	1.59546	15.54	3.7121	15.64	6.29089	15.64	12.2808
15.64	0.0222473	15.74	0.20932	15.74	0.302856	15.74	0.233124	15.64	1.59778	15.64	3.71716	15.74	6.33661	15.74	12.3723
15.74	0.0273137	15.84	0.215179	15.84	0.305969	15.84	0.240936	15.74	1.60754	15.74	3.74805	15.84	6.3905	15.84	12.4656
15.84	0.030426	15.94	0.210114	15.94	0.307557	15.94	0.238984	15.84	1.61768	15.84	3.75623	15.94	6.4198	15.94	12.5699
15.94	0.0206604	16.04	0.2117	16.04	0.317322	16.04	0.243317	15.94	1.61536	15.94	3.77576	16.04	6.4585	16.04	12.6641
16.04	0.0183411	16.14	0.214019	16.14	0.324341	16.14	0.259307	16.04	1.62982	16.04	3.80939	16.14	6.50653	16.14	12.7269
16.14	0.0253601	16.24	0.215973	16.24	0.324341	16.24	0.242889	16.14	1.65326	16.14	3.83826	16.24	6.52606	16.24	12.7828
16.24	0.0124817	16.34	0.211273	16.34	0.319641	16.34	0.237823	16.24	1.64386	16.24	3.84766	16.34	6.55731	16.34	12.848
16.34	7.78198e-3	16.44	0.199189	16.44	0.307557	16.44	0.232758	16.34	1.64661	16.34	3.86951	16.44	6.59326	16.44	12.9137
16.44	2.71606e-3	16.54	0.20932	16.54	0.329407	16.54	0.236237	16.44	1.64661	16.44	3.88361	16.54	6.64441	16.54	12.9847
16.54	8.14819e-3	16.64	0.204255	16.64	0.334106	16.64	0.242524	16.54	1.66144	16.54	3.90387	16.64	6.67175	16.64	13.0668
16.64	-3.93677e-3	16.74	0.205841	16.74	0.348572	16.74	0.254242	16.64	1.66614	16.64	3.92303	16.74	6.7124	16.74	13.1613
16.74	7.64012e-4	16.84	0.217926	16.84	0.355591	16.84	0.264374	16.74	1.67749	16.74	3.95233	16.84	6.74872	16.84	13.2457
16.84	3.08228e-3	16.94	0.211274	16.94	0.348939	16.94	0.257356	16.84	1.68958	16.84	3.97852	16.94	6.77332	16.94	13.3121
16.94	-8.23975e-4	17.04	0.211273	17.04	0.360291	17.04	0.259308	16.94	1.70245	16.94	3.98669	17.04	6.82214	17.04	13.3969
17.04	7.62939e-4	17.14	0.208953	17.14	0.360291	17.14	0.26712	17.04	1.70715	17.04	4.02771	17.14	6.87061	17.14	13.4672
17.14	7.62939e-4	17.24	0.215973	17.24	0.36731	17.24	0.271027	17.14	1.73138	17.14	4.05469	17.24	6.91864	17.24	13.557
17.24	-1.98317e-3	17.34	0.214386	17.34	0.380188	17.34	0.274139	17.24	1.74542	17.24	4.08984	17.34	6.953	17.34	13.6375
17.34	1.12915e-3	17.44	0.200349	17.44	0.382936	17.44	0.260469	17.34	1.74817	17.34	4.12732	17.44	6.98505	17.44	13.7035
17.44	-5.88989e-3	17.54	0.201935	17.54	0.387634	17.54	0.269867	17.44	1.73645	17.44	4.14685	17.54	7.02921	17.54	13.7883
17.54	-1.19019e-3	17.64	0.214019	17.64	0.389954	17.64	0.279998	17.54	1.75092	17.54	4.17383	17.64	7.06982	17.64	13.8511
17.64	5.82886e-3	17.74	0.21402	17.74	0.382935	17.74	0.281586	17.64	1.77277	17.64	4.20703	17.74	7.12762	17.74	13.9211
17.74	5.82886e-3	17.84	0.219086	17.84	0.3927	17.84	0.288605	17.74	1.77551	17.74	4.22888	17.84	7.16003	17.84	13.9867
17.84	-8.63647e-3	17.94	0.202302	17.94	0.386048	17.94	0.285066	17.84	1.78217	17.84	4.26093	17.94	7.1991	17.94	14.0457
17.94	-0.0223083	18.04	0.202301	18.04	0.390747	18.04	0.294464	17.94	1.78058	17.94	4.2738	18.04	7.24481	18.04	14.1187
18.04	-0.0176086	18.14	0.212066	18.14	0.4021	18.14	0.294097	18.04	1.79504	18.04	4.30664	18.14	7.28857	18.14	14.2051
18.14	-0.0129089	18.24	0.212067	18.24	0.404419	18.24	0.308533	18.14	1.81653	18.14	4.32147	18.24	7.33972	18.24	14.3121
18.24	-5.88989e-3	18.34	0.208954	18.34	0.414185	18.34	0.301117	18.24	1.82629	18.24	4.34607	18.34	7.38544	18.34	14.3824
18.34	-9.00269e-3	18.44	0.199189	18.44	0.409119	18.44	0.303071	18.34	1.84583	18.34	4.3703	18.44	7.44092	18.44	14.4699
18.44	-0.0187683	18.54	0.20932	18.54	0.41925	18.54	0.316315	18.44	1.85052	18.44	4.38165	18.54	7.49323	18.54	14.5601
18.54	1.12915e-3	18.64	0.223785	18.64	0.435669	18.64	0.315948	18.54	1.87042	18.54	4.40662	18.64	7.55341	18.64	14.6519
18.64	5.82886e-3	18.74	0.21402	18.74	0.435669	18.74	0.305817	18.64	1.89661	18.64	4.42615	18.74	7.59406	18.74	14.7219
18.74	7.64489e-4	18.84	0.226898	18.84	0.448547	18.84	0.328033	18.74	1.89661	18.74	4.44531	18.84	7.63074	18.84	14.8152
18.84	6.19507e-3	18.94	0.231597	18.94	0.453246	18.94	0.337432	18.84	1.90948	18.84	4.48163	18.94	7.6698	18.94	14.8734
18.94	0.0136414	19.04	0.231598	19.04	0.448547	19.04	0.33078	18.94	1.92084	18.94	4.50116	19.04	7.69598	19.04	14.9719
19.04	0.0136414	19.14	0.231599	19.14	0.441528	19.14	0.325716	19.04	1.9259	19.04	4.52771	19.14	7.72528	19.14	15.0379
19.14	3.87573e-3	19.24	0.228485	19.24	0.452881	19.24	0.337067	19.14	1.9212	19.14	4.53711	19.24	7.75458	19.24	15.1152
19.24	5.46223e-3	19.34	0.21402	19.34	0.445435	19.34	0.344452	19.24	1.92865	19.24	4.55194	19.34	7.79559	19.34	15.1851
19.34	-1.98364e-3	19.44	0.212432	19.44	0.448547	19.44	0.342498	19.34	1.94739	19.34	4.56873	19.44	7.83466	19.44	15.2664
19.44	1.12915e-3	19.54	0.221832	19.54	0.463013	19.54	0.347198	19.44	1.95715	19.44	4.591	19.54	7.88074	19.54	15.3508
19.54	0.0108948	19.64	0.213654	19.64	0.453247	19.64	0.345246	19.54	1.96692	19.54	4.6156	19.64	7.8999	19.64	15.4476
19.64	-1.19019e-3	19.74	0.215973	19.74	0.4599	19.74	0.353851	19.64	1.96692	19.64	4.62189	19.74	7.94128	19.74	15.5277
19.74	5.82957e-3	19.84	0.215973	19.84	0.469666	19.84	0.368683	19.74	1.98645	19.74	4.6488	19.84	7.98975	19.84	15.6273
19.84	0.0175476	19.94	0.206208	19.94	0.478638	19.94	0.370636	19.84	1.9978	19.84	4.66602	19.94	8.03271	19.94	15.6832
19.94	7.78198e-3	20.04	0.197601	20.04	0.465332	20.04	0.365143	19.94	2.00012	19.94	4.67499	20.04	8.07526	20.04	15.7496
20.04	-8.23975e-4	20.14	0.199188	20.14	0.463013	20.14	0.364776	20.04	2.0083	20.04	4.6828	20.14	8.13037	20.14	15.841
20.14	3.87573e-3	20.24	0.208954	20.24	0.477478	20.24	0.36441	20.14	2.01575	20.14	4.70233	20.24	8.18427	20.24	15.9098
20.24	-3.14176e-3	20.34	0.219086	20.34	0.484497	20.34	0.386627	20.24	2.03687	20.24	4.72186	20.34	8.24988	20.34	15.9976
20.34	0.0155945	20.44	0.209321	20.44	0.484498	20.44	0.376496	20.34	2.04736	20.34	4.75153	20.44	8.27918	20.44	16.0695
20.44	5.82886e-3	20.54	0.207001	20.54	0.489197	20.54	0.376129	20.44	2.04504	20.44	4.76563	20.54	8.32257	20.54	16.1371
20.54	0.0105286	20.64	0.226897	20.64	0.509094	20.64	0.391722	20.54	2.05951	20.54	4.79022	20.64	8.38074	20.64	16.189
20.64	0.0159607	20.74	0.226532	20.74	0.513794	20.74	0.389008	20.64	2.07471	20.64	4.82147	20.74	8.41473	20.74	16.2445
20.74	8.57651e-3	20.84	0.230438	20.84	0.513794	20.84	0.392914	20.74	2.08881	20.74	4.8457	20.84	8.45575	20.84	16.3265
20.84	0.0202942	20.94	0.219087	20.94	0.504029	20.94	0.396394	20.84	2.10248	20.84	4.88904	20.94	8.49323	20.94	16.3922
20.94	0.0159607	21.04	0.219086	21.04	0.513794	21.04	0.396027	20.94	2.10089	20.94	4.90466	21.04	8.55811	21.04	16.475
21.04	0.0136414	21.14	0.207002	21.14	0.504028	21.14	0.374543	21.04	2.11066	21.04	4.94531	21.14	8.58936	21.14	16.5695
21.14	5.46265e-3	21.24	0.223785	21.24	0.504028	21.24	0.390961	21.14	2.11499	21.14	4.9621	21.24	8.62097	21.24	16.6668
21.24	7.7827e-3	21.34	0.223785	21.34	0.518494	21.34	0.396027	21.24	2.12708	21.24	4.98163	21.34	8.66632	21.34	16.7539
21.34	0.0222473	21.44	0.223784	21.44	0.525512	21.44	0.414397	21.34	2.14349	21.34	5.01251	21.44	8.703	21.44	16.8433
21.44	0.0343323	21.54	0.226898	21.54	0.523926	21.54	0.417877	21.44	2.16534	21.44	5.04138	21.54	8.75653	21.54	16.941
21.54	0.030426	21.64	0.236296	21.64	0.532959	21.64	0.426909	21.54	2.18097	21.54	5.06677	21.64	8.78116	21.64	17.0305
21.64	0.0367126	21.74	0.253082	21.74	0.535278	21.74	0.431183	21.64	2.2099	21.64	5.10077	21.74	8.83154	21.74	17.1371
21.74	0.0487966	21.84	0.243317	21.84	0.535645	21.84	0.417877	21.74	2.23645	21.74	5.11914	21.84	8.85144	21.84	17.2058
21.84	0.0374451	21.94	0.243316	21.94	0.533324	21.94	0.427276	21.84	2.24152	21.84	5.14215	21.94	8.88074	21.94	17.2855
21.94	0.0351257	22.04	0.238617	22.04	0.530212	22.04	0.417511	21.94	2.26575	21.94	5.16797	22.04	8.91943	22.04	17.3656
22.04	0.0351257	22.14	0.236297	22.14	0.539978	22.14	0.427276	22.04	2.27551	22.04	5.19257	22.14	8.95575	22.14	17.4359
22.14	0.0464783	22.24	0.240204	22.24	0.546997	22.24	0.42923	22.14	2.28687	22.14	5.22186	22.24	8.99011	22.24	17.5062
22.24	0.0585637	22.34	0.233917	22.34	0.559875	22.34	0.432343	22.24	2.29895	22.24	5.25	22.34	9.02411	22.34	17.5992
22.34	0.061676	22.44	0.226532	22.44	0.564575	22.44	0.425324	22.34	2.30713	22.34	5.27301	22.44	9.06006	22.44	17.6691
22.44	0.0566101	22.54	0.233551	22.54	0.564575	22.54	0.437042	22.44	2.30951	22.44	5.29999	22.54	9.11121	22.54	17.7484
22.54	0.0566101	22.64	0.243317	22.64	0.564575	22.64	0.431976	22.54	2.32825	22.54	5.32813	22.64	9.14209	22.64	17.807
22.64	0.061676	22.74	0.246429	22.74	0.577454	22.74	0.447174	22.64	2.34467	22.64	5.35272	22.74	9.1944	22.74	17.8875
22.74	0.0577712	22.84	0.265594	22.84	0.58374	22.84	0.461273	22.74	2.35284	22.74	5.38239	22.84	9.24951	22.84	17.9504
22.84	0.073822	22.94	0.2695	22.94	0.581359	22.94	0.468291	22.84	2.36731	22.84	5.41406	22.94	9.28778	22.94	18.0328
22.94	0.0714417	23.04	0.259735	23.04	0.579041	23.04	0.456573	22.94	2.37708	22.94	5.44727	23.04	9.32959	23.04	18.1008
23.04	0.0562439	23.14	0.265166	23.14	0.589172	23.14	0.473357	23.04	2.38684	23.04	5.46405	23.14	9.39246	23.14	18.2007
23.14	0.061676	23.24	0.262848	23.24	0.598938	23.24	0.472992	23.14	2.40167	23.14	5.49335	23.24	9.44128	23.24	18.2758
23.24	0.0733955	23.34	0.277313	23.34	0.603271	23.34	0.487823	23.24	2.41302	23.24	5.51288	23.34	9.51593	23.34	18.3723
23.34	0.0777283	23.44	0.284331	23.44	0.608702	23.44	0.497588	23.34	2.43256	23.34	5.54413	23.44	9.57721	23.44	18.4656
23.44	0.0831604	23.54	0.281219	23.54	0.615356	23.54	0.499542	23.44	2.45245	23.44	5.58319	23.54	9.61749	23.54	18.5715
23.54	0.0898132	23.64	0.281587	23.64	0.596985	23.64	0.486238	23.54	2.46887	23.54	5.59491	23.64	9.65729	23.64	18.6422
23.64	0.0714417	23.74	0.281586	23.74	0.610291	23.74	0.49057	23.64	2.45715	23.64	5.60309	23.74	9.7077	23.74	18.7269
23.74	0.0827949	23.84	0.279266	23.84	0.615356	23.84	0.504242	23.74	2.46692	23.74	5.63007	23.84	9.74481	23.84	18.8051
23.84	0.0780945	23.94	0.274567	23.94	0.603638	23.94	0.502656	23.84	2.48334	23.84	5.66095	23.94	9.77606	23.94	18.8851
23.94	0.0663757	24.04	0.274567	24.04	0.613403	24.04	0.502289	23.94	2.49347	23.94	5.66833	24.04	9.83154	24.04	18.9699
24.04	0.061676	24.14	0.277679	24.14	0.613403	24.14	0.515533	24.04	2.49622	24.04	5.6875	24.14	9.85965	24.14	19.0632
24.14	0.0644226	24.24	0.282379	24.24	0.613403	24.24	0.515167	24.14	2.51575	24.14	5.72498	24.24	9.90771	24.24	19.1547
24.24	0.0644233	24.34	0.282379	24.34	0.623169	24.34	0.524933	24.24	2.52081	24.24	5.76093	24.34	9.96045	24.34	19.2394
24.34	0.0741882	24.44	0.289031	24.44	0.632933	24.44	0.531585	24.34	2.53998	24.34	5.79999	24.44	10.0194	24.44	19.2828
24.44	0.0710754	24.54	0.289032	24.54	0.634521	24.54	0.546417	24.44	2.55676	24.44	5.841	24.54	10.0698	24.54	19.341
24.54	0.0710754	24.64	0.299162	24.64	0.635254	24.64	0.556181	24.54	2.56653	24.54	5.87189	24.64	10.1061	24.64	19.4
24.64	0.0909729	24.74	0.299164	24.74	0.6427	24.74	0.571014	24.64	2.58606	24.64	5.88239	24.74	10.1405	24.74	19.4605
24.74	0.081208	24.84	0.296844	24.84	0.6427	24.84	0.570648	24.74	2.60559	24.74	5.91132	24.84	10.1843	24.84	19.509
24.84	0.0855408	24.94	0.310515	24.94	0.649352	24.94	0.582732	24.84	2.62006	24.84	5.9422	24.94	10.23	24.94	19.5765
24.94	0.0831604	25.04	0.305817	25.04	0.639954	25.04	0.592133	24.94	2.63409	24.94	5.96405	25.04	10.2909	25.04	19.65
25.04	0.085907	25.14	0.299165	25.14	0.626282	25.14	0.5925	25.04	2.64661	25.04	5.9906	25.14	10.3347	25.14	19.7086
25.14	0.0792542	25.24	0.303864	25.24	0.637634	25.24	0.605011	25.14	2.64661	25.14	6.00623	25.24	10.3659	25.24	19.7687
25.24	0.0792534	25.34	0.298798	25.34	0.627869	25.34	0.601898	25.24	2.66614	25.24	6.04022	25.34	10.4147	25.34	19.8312
25.34	0.0640564	25.44	0.315581	25.44	0.641906	25.44	0.613982	25.34	2.66614	25.34	6.06641	25.44	10.4526	25.44	19.9168
25.44	0.0663757	25.54	0.310883	25.54	0.634888	25.54	0.623383	25.44	2.6759	25.44	6.09802	25.54	10.4823	25.54	19.9847
25.54	0.0663757	25.64	0.306976	25.64	0.638	25.64	0.636627	25.54	2.68567	25.54	6.11719	25.64	10.5214	25.64	20.0484
25.64	0.0694885	25.74	0.326141	25.74	0.654053	25.74	0.653839	25.64	2.69739	25.64	6.13708	25.74	10.5729	25.74	20.1183
25.74	0.078889	25.84	0.330048	25.84	0.651672	25.84	0.662445	25.74	2.70715	25.74	6.18085	25.84	10.6206	25.84	20.1957
25.84	0.092926	25.94	0.325348	25.94	0.644653	25.94	0.669464	25.84	2.71692	25.84	6.21014	25.94	10.6718	25.94	20.2789
25.94	0.0827942	26.04	0.333527	26.04	0.647766	26.04	0.67569	25.94	2.73645	25.94	6.22852	26.04	10.7136	26.04	20.3687
26.04	0.0812073	26.14	0.331207	26.14	0.659119	26.14	0.683135	26.04	2.75598	26.04	6.25153	26.14	10.7401	26.14	20.4535
26.14	0.0812073	26.24	0.326141	26.24	0.649353	26.24	0.684723	26.14	2.76105	26.14	6.2785	26.24	10.7624	26.24	20.5234
26.24	0.0691234	26.34	0.328461	26.34	0.661438	26.34	0.692108	26.24	2.77045	26.24	6.29492	26.34	10.7905	26.34	20.6355
26.34	0.0827942	26.44	0.331207	26.44	0.664185	26.44	0.693695	26.34	2.7923	26.34	6.32813	26.44	10.8366	26.44	20.7152
26.44	0.0733948	26.54	0.328094	26.54	0.664185	26.54	0.703827	26.44	2.80481	26.44	6.34802	26.54	10.8757	26.54	20.7855
26.54	0.0663757	26.64	0.328094	26.64	0.668884	26.64	0.706573	26.54	2.81146	26.54	6.37225	26.64	10.9331	26.64	20.8605
26.64	0.0679626	26.74	0.325348	26.74	0.661438	26.74	0.693695	26.64	2.81653	26.64	6.39178	26.74	10.9628	26.74	20.9379
26.74	0.0702825	26.84	0.328461	26.84	0.67395	26.84	0.697174	26.74	2.82513	26.74	6.41132	26.84	11.0163	26.84	21.0406
26.84	0.0686951	26.94	0.32846	26.94	0.673949	26.94	0.711272	26.84	2.83331	26.84	6.44257	26.94	11.0409	26.94	21.1156
26.94	0.0663757	27.04	0.323029	27.04	0.688416	27.04	0.726105	26.94	2.85284	26.94	6.4621	27.04	11.0815	27.04	21.1808
27.04	0.0663757	27.14	0.338225	27.14	0.693848	27.14	0.737822	27.04	2.86694	27.04	6.4961	27.14	11.1358	27.14	21.2664
27.14	0.0694885	27.24	0.338226	27.24	0.700134	27.24	0.742889	27.14	2.88721	27.14	6.52301	27.24	11.1792	27.24	21.3344
27.24	0.0710739	27.34	0.321442	27.34	0.685669	27.34	0.728058	27.24	2.89661	27.24	6.54687	27.34	11.2206	27.34	21.3969
27.34	0.0566101	27.44	0.332793	27.44	0.695434	27.44	0.732757	27.34	2.89349	27.34	6.56171	27.44	11.2757	27.44	21.4406
27.44	0.0613098	27.54	0.325348	27.54	0.685669	27.54	0.723358	27.44	2.91302	27.44	6.58124	27.54	11.3221	27.54	21.5297
27.54	0.0683289	27.64	0.340179	27.64	0.680969	27.64	0.73117	27.54	2.91534	27.54	6.60272	27.64	11.3612	27.64	21.5886
27.64	0.0667419	27.74	0.330414	27.74	0.67395	27.74	0.722992	27.64	2.93097	27.64	6.62225	27.74	11.3905	27.74	21.6566
27.74	0.0515442	27.84	0.33316	27.84	0.679016	27.84	0.723358	27.74	2.94269	27.74	6.62732	27.84	11.4194	27.84	21.7398
27.84	0.0468445	27.94	0.321443	27.94	0.66028	27.94	0.706575	27.84	2.94232	27.84	6.64178	27.94	11.4374	27.94	21.8031
27.94	0.0351257	28.04	0.332794	28.04	0.664978	28.04	0.70462	27.94	2.93567	27.94	6.65625	28.04	11.473	28.04	21.8976
28.04	0.0448914	28.14	0.330413	28.14	0.67865	28.14	0.706572	28.04	2.94543	28.04	6.67108	28.14	11.5096	28.14	21.9867
28.14	0.0448914	28.24	0.323395	28.24	0.679016	28.24	0.701508	28.14	2.96497	28.14	6.69061	28.24	11.5405	28.24	22.0699
28.24	0.0515432	28.34	0.321808	28.34	0.665344	28.34	0.701874	28.24	2.97162	28.24	6.71716	28.34	11.5753	28.34	22.1578
28.34	0.0401917	28.44	0.316375	28.44	0.676696	28.44	0.701873	28.34	2.97003	28.34	6.72968	28.44	11.6022	28.44	22.2375
28.44	0.0499573	28.54	0.316376	28.54	0.676697	28.54	0.70462	28.44	2.98175	28.44	6.74921	28.54	11.6413	28.54	22.3195
